farmer_username,product_name,price,description,is_organic,grade_score
farmerfpradhan,Cauliflower,28.18,"Organic Cauliflower, Grade C, from Tamil Nadu, premium quality",1,1
farmerravimanya,Tomatoes,43.0,"Conventional Tomatoes, Grade B, from Karnataka, premium quality, Eos possimus.",0,2
farmerkamalamerchant,Cabbage,79.65,"Organic Cabbage, Grade A, from Punjab, hand-picked, Iusto dolore qui alias.",1,3
farmerzachariakrishna,Carrots,60.74,"Organic Carrots, Grade B, from Maharashtra, premium quality",1,2
farmerbhattichaitaly,Wheat,51.16,"Organic Wheat, Grade B, from Uttar Pradesh, locally grown, Repudiandae distinctio.",1,2
farmerirya35,Carrots,68.48,"Organic Carrots, Grade B, from Uttar Pradesh, premium quality",1,2
farmerngokhale,Apples,204.57,"Organic Apples, Grade B, from Tamil Nadu, farm-fresh",1,2
farmeryash45,Green Peas,55.47,"Conventional Green Peas, Grade B, from Uttar Pradesh, farm-fresh, Aliquid voluptatem animi repellat animi.",0,2
farmeravi19,Bananas,29.9,"Conventional Bananas, Grade C, from Maharashtra, farm-fresh",0,1
farmerorinder32,Potatoes,37.73,"Organic Potatoes, Grade A, from Maharashtra, locally grown",1,3
farmersandhuzansi,Potatoes,44.96,"Conventional Potatoes, Grade A, from Uttar Pradesh, premium quality",0,3
farmeramaira62,Mangoes,268.42,"Organic Mangoes, Grade B, from Gujarat, farm-fresh",1,2
farmerdeshpandeekansh,Apples,146.52,"Conventional Apples, Grade C, from Karnataka, premium quality, Aliquam omnis totam.",0,1
farmernsuri,Cabbage,56.39,"Conventional Cabbage, Grade A, from Tamil Nadu, locally grown",0,3
farmersomjonathan,Tomatoes,61.04,"Organic Tomatoes, Grade A, from Uttar Pradesh, locally grown",1,3
farmertriptigola,Cabbage,44.84,"Organic Cabbage, Grade C, from Uttar Pradesh, locally grown",1,1
farmerpanchalchaman,Bananas,74.48,"Conventional Bananas, Grade A, from Gujarat, hand-picked, Dicta laborum porro.",0,3
farmermadhavgoswami,Potatoes,20.0,"Organic Potatoes, Grade B, from Maharashtra, hand-picked, Adipisci excepturi ea enim.",1,2
farmerwarhikrish,Onions,48.47,"Organic Onions, Grade B, from Uttar Pradesh, locally grown",1,2
farmerharshil21,Apples,195.83,"Organic Apples, Grade B, from Punjab, hand-picked, Voluptatibus recusandae ratione quaerat debitis.",1,2
farmerkeya17,Mangoes,283.83,"Organic Mangoes, Grade A, from Maharashtra, hand-picked",1,3
farmerpdugal,Tomatoes,26.63,"Conventional Tomatoes, Grade B, from Maharashtra, freshly harvested, Nam voluptates quidem ducimus dolores.",0,2
farmerdiya18,Apples,184.9,"Organic Apples, Grade C, from Uttar Pradesh, freshly harvested, Amet odio architecto.",1,1
farmeraishani80,Carrots,46.69,"Conventional Carrots, Grade B, from Maharashtra, premium quality",0,2
farmerkala55,Cabbage,35.32,"Organic Cabbage, Grade C, from Uttar Pradesh, locally grown",1,1
farmersureshjanaki,Wheat,51.05,"Conventional Wheat, Grade A, from Uttar Pradesh, farm-fresh, Recusandae cumque quos exercitationem.",0,3
farmerwdewan,Oranges,89.55,"Conventional Oranges, Grade A, from Tamil Nadu, hand-picked, Magni aliquid ipsum sit.",0,3
farmerwarinder23,Onions,52.39,"Conventional Onions, Grade A, from Uttar Pradesh, freshly harvested, Nam quasi eum.",0,3
farmergarimaborah,Potatoes,58.22,"Organic Potatoes, Grade A, from Tamil Nadu, farm-fresh, Itaque totam.",1,3
farmerramaswamychanakya,Green Peas,59.86,"Conventional Green Peas, Grade C, from Maharashtra, locally grown",0,1
farmerfinnmorar,Green Peas,86.79,"Conventional Green Peas, Grade A, from Punjab, freshly harvested, Asperiores nostrum voluptatem.",0,3
farmerpranavmangal,Mangoes,262.28,"Organic Mangoes, Grade B, from Maharashtra, farm-fresh, Alias inventore.",1,2
farmerzashil21,Mangoes,187.08,"Conventional Mangoes, Grade B, from Maharashtra, locally grown, Porro at velit suscipit.",0,2
farmerkchakraborty,Tomatoes,31.29,"Conventional Tomatoes, Grade B, from Punjab, premium quality, Corrupti eligendi laboriosam.",0,2
farmerfrederick55,Potatoes,26.06,"Conventional Potatoes, Grade C, from Karnataka, locally grown, Cupiditate asperiores quos sint.",0,1
farmerishwarsachdeva,Onions,35.58,"Conventional Onions, Grade A, from Gujarat, freshly harvested, Deleniti modi maxime quasi expedita.",0,3
farmerzsabharwal,Spinach,27.84,"Organic Spinach, Grade B, from Karnataka, hand-picked",1,2
farmernazarethunni,Cabbage,45.77,"Conventional Cabbage, Grade B, from Karnataka, premium quality",0,2
farmerpranavchad,Rice,75.13,"Organic Rice, Grade C, from Tamil Nadu, farm-fresh",1,1
farmerduttaabdul,Wheat,35.22,"Organic Wheat, Grade C, from Karnataka, hand-picked",1,1
farmerdarshnarasimhan,Mangoes,180.83,"Conventional Mangoes, Grade C, from Punjab, farm-fresh, Repudiandae ipsa veniam.",0,1
farmerpurohitkrishna,Spinach,20.28,"Organic Spinach, Grade B, from Punjab, premium quality",1,2
farmerkotharitanveer,Apples,186.95,"Organic Apples, Grade C, from Punjab, locally grown, Asperiores aut sit.",1,1
farmerekavirdada,Spinach,50.0,"Conventional Spinach, Grade A, from Gujarat, locally grown",0,3
farmerrmadan,Spinach,10.0,"Conventional Spinach, Grade B, from Maharashtra, freshly harvested, Animi corporis.",0,2
farmertdasgupta,Rice,47.47,"Conventional Rice, Grade C, from Tamil Nadu, locally grown",0,1
farmernagichakradev,Cauliflower,47.99,"Organic Cauliflower, Grade C, from Gujarat, freshly harvested",1,1
farmernakshjani,Cabbage,38.21,"Organic Cabbage, Grade B, from Punjab, hand-picked, Quas sint illo hic.",1,2
farmergarimapurohit,Okra,65.67,"Organic Okra, Grade C, from Karnataka, farm-fresh, Quia iusto aut suscipit.",1,1
farmerkoshydaksh,Okra,57.03,"Organic Okra, Grade C, from Maharashtra, freshly harvested",1,1
farmerukrishna,Bananas,75.63,"Organic Bananas, Grade A, from Uttar Pradesh, hand-picked, Accusantium sit repudiandae.",1,3
farmerudarsh94,Tomatoes,39.26,"Organic Tomatoes, Grade C, from Maharashtra, locally grown, Architecto soluta tempore corrupti atque.",1,1
farmerpingleamaira,Tomatoes,62.9,"Organic Tomatoes, Grade A, from Punjab, freshly harvested",1,3
farmervivaanbhalla,Spinach,10.0,"Conventional Spinach, Grade C, from Karnataka, farm-fresh",0,1
farmerdaksha57,Cabbage,36.96,"Organic Cabbage, Grade B, from Karnataka, locally grown",1,2
farmeraroracaleb,Spinach,10.0,"Conventional Spinach, Grade C, from Gujarat, freshly harvested, Id odio excepturi deleniti enim.",0,1
farmerzvarty,Mangoes,285.7,"Organic Mangoes, Grade A, from Uttar Pradesh, premium quality",1,3
farmerkadepranav,Spinach,38.85,"Conventional Spinach, Grade A, from Gujarat, farm-fresh",0,3
farmerojasvikapur,Carrots,38.59,"Conventional Carrots, Grade C, from Punjab, freshly harvested",0,1
farmertejas34,Spinach,21.05,"Conventional Spinach, Grade B, from Gujarat, locally grown, Laudantium repellat provident eius odit.",0,2
farmerhenry26,Onions,43.69,"Organic Onions, Grade B, from Karnataka, freshly harvested, Praesentium quia.",1,2
farmerkiaanbal,Onions,44.14,"Conventional Onions, Grade A, from Karnataka, farm-fresh",0,3
farmerkakarlaksh,Spinach,39.08,"Conventional Spinach, Grade A, from Maharashtra, hand-picked",0,3
farmerqgulati,Okra,53.45,"Organic Okra, Grade B, from Tamil Nadu, locally grown",1,2
farmernikitasarma,Oranges,138.3,"Organic Oranges, Grade A, from Punjab, premium quality",1,3
farmerpatlachaman,Cauliflower,48.93,"Conventional Cauliflower, Grade B, from Uttar Pradesh, farm-fresh",0,2
farmerharish74,Green Peas,89.98,"Conventional Green Peas, Grade A, from Uttar Pradesh, hand-picked",0,3
farmerwgolla,Apples,130.17,"Conventional Apples, Grade C, from Maharashtra, freshly harvested",0,1
farmerqvirk,Mangoes,243.53,"Organic Mangoes, Grade C, from Punjab, locally grown",1,1
farmerchandrantiwari,Cabbage,64.89,"Organic Cabbage, Grade A, from Tamil Nadu, farm-fresh, A facilis possimus recusandae unde.",1,3
farmerprishadalia,Spinach,42.56,"Conventional Spinach, Grade A, from Uttar Pradesh, premium quality, Eveniet sunt tempore accusantium.",0,3
farmertellaraksha,Apples,148.21,"Conventional Apples, Grade B, from Gujarat, freshly harvested, Minus maiores cupiditate.",0,2
farmergchopra,Oranges,117.96,"Organic Oranges, Grade B, from Tamil Nadu, hand-picked, Quisquam provident eum quia.",1,2
farmerkalpitpatla,Wheat,28.93,"Conventional Wheat, Grade B, from Tamil Nadu, locally grown",0,2
farmergauripillai,Wheat,16.21,"Conventional Wheat, Grade B, from Maharashtra, premium quality",0,2
farmerohegde,Cauliflower,56.76,"Organic Cauliflower, Grade B, from Maharashtra, freshly harvested, Doloribus minima excepturi fugit eveniet.",1,2
farmeradvik28,Okra,42.81,"Conventional Okra, Grade B, from Gujarat, hand-picked, Similique a voluptatibus.",0,2
farmercharvi29,Cauliflower,60.93,"Organic Cauliflower, Grade A, from Tamil Nadu, premium quality",1,3
farmerrnarasimhan,Onions,52.11,"Organic Onions, Grade A, from Punjab, farm-fresh, Illo necessitatibus qui distinctio.",1,3
farmerpranitravel,Rice,101.02,"Organic Rice, Grade A, from Gujarat, locally grown",1,3
farmersarthak08,Apples,154.3,"Conventional Apples, Grade B, from Uttar Pradesh, hand-picked",0,2
farmermanddiya,Tomatoes,20.21,"Conventional Tomatoes, Grade C, from Punjab, freshly harvested",0,1
farmervrittimukherjee,Cauliflower,71.1,"Conventional Cauliflower, Grade A, from Gujarat, hand-picked, Ipsa ratione magni.",0,3
farmersawhneylucky,Green Peas,64.42,"Conventional Green Peas, Grade C, from Gujarat, freshly harvested, Ratione beatae totam ullam.",0,1
farmernairbalveer,Mangoes,257.89,"Organic Mangoes, Grade B, from Tamil Nadu, locally grown",1,2
farmerxpathak,Apples,209.1,"Organic Apples, Grade A, from Tamil Nadu, hand-picked",1,3
farmerkaranbaljiwan,Cabbage,16.7,"Conventional Cabbage, Grade C, from Tamil Nadu, hand-picked, Veniam eveniet accusantium.",0,1
farmerayaankrishna,Oranges,70.07,"Conventional Oranges, Grade B, from Uttar Pradesh, locally grown, Debitis necessitatibus in neque ullam.",0,2
farmergopalbajaj,Bananas,37.99,"Conventional Bananas, Grade B, from Tamil Nadu, locally grown",0,2
farmerupasnamenon,Wheat,35.89,"Organic Wheat, Grade C, from Maharashtra, hand-picked",1,1
farmerfalguni86,Wheat,17.52,"Organic Wheat, Grade C, from Karnataka, locally grown",1,1
farmeronveer78,Apples,210.44,"Organic Apples, Grade A, from Gujarat, freshly harvested",1,3
farmertellanoah,Onions,47.17,"Conventional Onions, Grade A, from Gujarat, freshly harvested, Architecto et nobis corporis quisquam.",0,3
farmerdeviutkarsh,Green Peas,65.75,"Conventional Green Peas, Grade B, from Punjab, premium quality",0,2
farmervincent50,Tomatoes,47.04,"Organic Tomatoes, Grade C, from Uttar Pradesh, farm-fresh",1,1
farmerprishasibal,Carrots,96.91,"Organic Carrots, Grade A, from Punjab, hand-picked",1,3
farmerurmimann,Mangoes,192.83,"Conventional Mangoes, Grade B, from Tamil Nadu, hand-picked, Incidunt adipisci corporis nihil deserunt.",0,2
farmerbatraunnati,Rice,66.36,"Organic Rice, Grade B, from Karnataka, premium quality",1,2
farmerkondawidisha,Cabbage,59.27,"Conventional Cabbage, Grade A, from Karnataka, hand-picked, Architecto assumenda exercitationem.",0,3
farmerbansalvictor,Oranges,104.53,"Organic Oranges, Grade C, from Gujarat, premium quality",1,1
farmerinagarajan,Tomatoes,51.65,"Organic Tomatoes, Grade B, from Karnataka, premium quality, Laboriosam rerum.",1,2
farmerfvarma,Onions,33.7,"Conventional Onions, Grade B, from Uttar Pradesh, premium quality",0,2
farmerchatura94,Okra,79.02,"Organic Okra, Grade B, from Uttar Pradesh, farm-fresh",1,2
farmerkapoornidra,Bananas,63.74,"Conventional Bananas, Grade B, from Gujarat, premium quality",0,2
farmernaidujack,Rice,72.27,"Organic Rice, Grade B, from Karnataka, farm-fresh, Odio reprehenderit harum sequi sunt.",1,2
farmermanan73,Carrots,74.54,"Organic Carrots, Grade B, from Uttar Pradesh, farm-fresh",1,2
farmerlakshit74,Potatoes,53.68,"Conventional Potatoes, Grade A, from Punjab, locally grown",0,3
farmerhritik69,Rice,38.61,"Conventional Rice, Grade C, from Karnataka, premium quality, Veritatis illum ducimus tempore illum.",0,1
farmercbawa,Onions,36.81,"Conventional Onions, Grade B, from Maharashtra, premium quality, Nemo rerum iusto.",0,2
farmerkondawridesh,Onions,10.0,"Conventional Onions, Grade C, from Gujarat, premium quality",0,1
farmermaya74,Oranges,136.66,"Organic Oranges, Grade A, from Punjab, freshly harvested",1,3
farmerdjoshi,Wheat,25.43,"Organic Wheat, Grade C, from Punjab, hand-picked",1,1
farmerharish41,Tomatoes,27.57,"Conventional Tomatoes, Grade C, from Uttar Pradesh, premium quality",0,1
farmeriyengarjanaki,Potatoes,29.55,"Conventional Potatoes, Grade C, from Gujarat, locally grown",0,1
farmerchakradev85,Okra,60.53,"Conventional Okra, Grade B, from Tamil Nadu, premium quality",0,2
farmermsarraf,Okra,66.04,"Organic Okra, Grade C, from Maharashtra, farm-fresh",1,1
farmershankaradweta,Cauliflower,44.1,"Conventional Cauliflower, Grade B, from Gujarat, locally grown",0,2
farmerepalla,Cabbage,41.26,"Conventional Cabbage, Grade B, from Tamil Nadu, farm-fresh",0,2
farmersahotaowen,Wheat,46.23,"Conventional Wheat, Grade A, from Gujarat, hand-picked",0,3
farmeranika12,Spinach,13.59,"Organic Spinach, Grade C, from Maharashtra, farm-fresh",1,1
farmerbaradadvay,Mangoes,243.49,"Organic Mangoes, Grade C, from Gujarat, premium quality, Corrupti ducimus illo libero.",1,1
farmerumang39,Bananas,37.01,"Conventional Bananas, Grade B, from Maharashtra, farm-fresh",0,2
farmermalhotraurmi,Wheat,54.3,"Organic Wheat, Grade A, from Karnataka, locally grown",1,3
farmerrohanpalla,Green Peas,60.96,"Organic Green Peas, Grade C, from Tamil Nadu, hand-picked, Facilis saepe sequi quisquam.",1,1
farmernagyansh,Tomatoes,26.19,"Conventional Tomatoes, Grade B, from Gujarat, locally grown",0,2
farmerusachdev,Oranges,109.98,"Conventional Oranges, Grade A, from Punjab, hand-picked",0,3
farmerpatlaadweta,Spinach,35.39,"Organic Spinach, Grade A, from Maharashtra, premium quality",1,3
farmersiyabiswas,Mangoes,268.93,"Organic Mangoes, Grade B, from Karnataka, freshly harvested, Quaerat quod et alias.",1,2
farmerkaibala,Mangoes,242.76,"Organic Mangoes, Grade C, from Tamil Nadu, locally grown, A molestias praesentium.",1,1
farmerkrishnabrijesh,Carrots,87.91,"Organic Carrots, Grade A, from Karnataka, premium quality, Eius voluptatum atque impedit culpa.",1,3
farmerrpalla,Cauliflower,51.23,"Conventional Cauliflower, Grade A, from Karnataka, farm-fresh",0,3
farmertejas92,Cabbage,78.02,"Organic Cabbage, Grade A, from Tamil Nadu, farm-fresh",1,3
farmerabeer24,Onions,17.48,"Conventional Onions, Grade B, from Uttar Pradesh, premium quality",0,2
farmerbishakha74,Okra,64.19,"Organic Okra, Grade B, from Punjab, farm-fresh",1,2
farmersai77,Okra,71.62,"Organic Okra, Grade B, from Punjab, hand-picked",1,2
farmerakshay74,Spinach,28.17,"Conventional Spinach, Grade B, from Tamil Nadu, freshly harvested",0,2
farmerimallick,Rice,54.73,"Organic Rice, Grade C, from Karnataka, locally grown",1,1
farmerkarnikvarsha,Green Peas,56.92,"Organic Green Peas, Grade C, from Gujarat, freshly harvested",1,1
farmerabhimanyu74,Bananas,43.62,"Organic Bananas, Grade C, from Tamil Nadu, premium quality",1,1
farmersamiarunima,Potatoes,10.0,"Conventional Potatoes, Grade C, from Tamil Nadu, farm-fresh",0,1
farmervchakraborty,Rice,72.57,"Organic Rice, Grade C, from Gujarat, hand-picked",1,1
farmermaya56,Rice,73.03,"Organic Rice, Grade B, from Maharashtra, farm-fresh, Sed corporis nemo tempore.",1,2
farmerekiya73,Cabbage,58.43,"Organic Cabbage, Grade B, from Karnataka, locally grown",1,2
farmerraksharay,Green Peas,63.44,"Conventional Green Peas, Grade C, from Maharashtra, premium quality, Repudiandae sit.",0,1
farmerkashvisahota,Onions,30.35,"Conventional Onions, Grade B, from Gujarat, locally grown",0,2
farmerxkarpe,Tomatoes,45.92,"Conventional Tomatoes, Grade B, from Tamil Nadu, premium quality, Sit expedita veritatis.",0,2
farmersuhaninagar,Bananas,82.4,"Organic Bananas, Grade A, from Maharashtra, hand-picked",1,3
farmerchatreshpatla,Green Peas,39.32,"Conventional Green Peas, Grade C, from Maharashtra, hand-picked",0,1
farmerdivya78,Mangoes,178.15,"Conventional Mangoes, Grade C, from Maharashtra, hand-picked, Vel exercitationem amet.",0,1
farmermeeranagarajan,Oranges,87.8,"Conventional Oranges, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerwaidagolla,Potatoes,18.19,"Conventional Potatoes, Grade C, from Uttar Pradesh, premium quality, Facere quidem reprehenderit.",0,1
farmerpraneelnarula,Rice,71.94,"Conventional Rice, Grade B, from Uttar Pradesh, hand-picked",0,2
farmeragastyasachdev,Cabbage,70.42,"Organic Cabbage, Grade A, from Tamil Nadu, farm-fresh, Mollitia iure molestiae.",1,3
farmerhvala,Tomatoes,65.37,"Conventional Tomatoes, Grade A, from Punjab, freshly harvested",0,3
farmerwallajasmit,Okra,58.18,"Conventional Okra, Grade A, from Maharashtra, hand-picked",0,3
farmerdivyauppal,Wheat,34.27,"Conventional Wheat, Grade B, from Uttar Pradesh, locally grown",0,2
farmersai18,Mangoes,266.67,"Organic Mangoes, Grade A, from Karnataka, hand-picked",1,3
farmeranitabora,Bananas,56.03,"Conventional Bananas, Grade B, from Tamil Nadu, locally grown, Quas a dolore.",0,2
farmerbhandarikashish,Mangoes,271.76,"Organic Mangoes, Grade B, from Punjab, hand-picked",1,2
farmerdarpankeer,Mangoes,242.52,"Organic Mangoes, Grade C, from Punjab, hand-picked",1,1
farmerbnagy,Carrots,75.13,"Conventional Carrots, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmervanshachad,Cauliflower,79.84,"Organic Cauliflower, Grade A, from Karnataka, freshly harvested, Tempore quod maiores distinctio possimus.",1,3
farmerqvenkatesh,Rice,98.03,"Organic Rice, Grade A, from Tamil Nadu, hand-picked",1,3
farmerupkaar18,Rice,112.72,"Organic Rice, Grade A, from Uttar Pradesh, farm-fresh",1,3
farmerwakeeta17,Rice,71.1,"Conventional Rice, Grade B, from Karnataka, freshly harvested, Id consequatur.",0,2
farmerpeter78,Apples,180.19,"Organic Apples, Grade B, from Punjab, freshly harvested",1,2
farmermadanmanya,Wheat,16.05,"Conventional Wheat, Grade C, from Maharashtra, freshly harvested",0,1
farmertalwarisaac,Rice,46.18,"Conventional Rice, Grade C, from Karnataka, hand-picked",0,1
farmerbavapooja,Tomatoes,34.27,"Conventional Tomatoes, Grade B, from Karnataka, freshly harvested, Quod ea eligendi.",0,2
farmermitrachakradev,Spinach,36.26,"Conventional Spinach, Grade A, from Gujarat, farm-fresh, Labore nemo aliquid.",0,3
farmershabaljiwan,Spinach,37.91,"Conventional Spinach, Grade A, from Punjab, premium quality, Nisi sequi ex.",0,3
farmerkvarty,Okra,96.43,"Organic Okra, Grade A, from Maharashtra, hand-picked, Maiores enim autem doloremque.",1,3
farmerwilliamkaur,Okra,52.16,"Organic Okra, Grade B, from Maharashtra, farm-fresh, Magnam adipisci voluptate consequuntur.",1,2
